image_name,x_coordinate,y_coordinate
IMG_PREPRO_000000.png,646.9364211,726.5817038
IMG_PREPRO_000001.png,661.4825954,604.6968805
IMG_PREPRO_000002.png,606.4053742,509.9052229
IMG_PREPRO_000003.png,724.8188062,321.1094372
IMG_PREPRO_000004.png,595.0963471,455.7742814
IMG_PREPRO_000005.png,465.6782374,230.6275566
IMG_PREPRO_000006.png,224.3302434,406.3384707
IMG_PREPRO_000007.png,200.6668501,390.330772
IMG_PREPRO_000008.png,680.2469527,546.1602715
IMG_PREPRO_000009.png,784.8470601,712.1196562
IMG_PREPRO_000010.png,627.7920598,219.4142666
IMG_PREPRO_000011.png,819.0875054,428.5406333
IMG_PREPRO_000012.png,601.7317959,585.3345136
IMG_PREPRO_000013.png,165.3770147,670.3942696
IMG_PREPRO_000014.png,723.3431176,391.3188529
IMG_PREPRO_000015.png,676.4707818,344.0398651
IMG_PREPRO_000016.png,187.1648745,200.7685751
IMG_PREPRO_000417.png,696.7894936,465.1790692
IMG_PREPRO_000418.png,321.0282185,687.3301221
IMG_PREPRO_000419.png,835.2707836,702.4069763
IMG_PREPRO_000420.png,505.7666172,805.4179337
IMG_PREPRO_000421.png,474.7635417,707.2934035
IMG_PREPRO_000422.png,587.0076783,167.1235205
IMG_PREPRO_000423.png,571.189203,554.2306434
IMG_PREPRO_000424.png,664.6305396,809.7936404
IMG_PREPRO_000425.png,537.7137308,812.2881166
IMG_PREPRO_000426.png,438.089161,345.6368931
IMG_PREPRO_000427.png,837.059265,214.9821048
IMG_PREPRO_000428.png,264.6042336,592.840316
IMG_PREPRO_000429.png,804.6465053,173.9879034
IMG_PREPRO_000430.png,406.0923686,532.3338079
IMG_PREPRO_000431.png,710.0463497,663.6861697
IMG_PREPRO_000432.png,237.141973,589.922383
IMG_PREPRO_000433.png,601.268024,351.0999982
IMG_PREPRO_000434.png,783.7547144,377.6242646
IMG_PREPRO_000435.png,385.2638322,325.2095007
IMG_PREPRO_000436.png,726.15403,212.4622941
IMG_PREPRO_000437.png,668.0587698,523.9125733
IMG_PREPRO_000438.png,378.85736,846.2758742
IMG_PREPRO_000439.png,793.3586218,730.1663242
IMG_PREPRO_000440.png,536.2106127,678.684626
IMG_PREPRO_000441.png,801.7285565,365.6245496
IMG_PREPRO_000442.png,167.5174526,726.8498674
IMG_PREPRO_000443.png,352.1900412,660.6147787
IMG_PREPRO_000444.png,570.0833956,664.8134475
IMG_PREPRO_000445.png,266.7686961,209.3457618
IMG_PREPRO_000446.png,254.4647347,617.207815
IMG_PREPRO_000447.png,723.3667382,401.809855
IMG_PREPRO_000448.png,620.6389657,571.7253128
IMG_PREPRO_000449.png,647.0107832,210.1269056
IMG_PREPRO_000450.png,612.8778756,430.1576318
IMG_PREPRO_000451.png,485.4564598,192.1355213
IMG_PREPRO_000452.png,535.0099709,486.5864107
IMG_PREPRO_000453.png,820.4097739,186.3423293
IMG_PREPRO_000454.png,345.1101934,704.8803185
IMG_PREPRO_000455.png,720.3668679,834.5543447
IMG_PREPRO_000456.png,603.9432223,687.42666
IMG_PREPRO_000457.png,599.1762139,257.7748639
IMG_PREPRO_000458.png,534.7658655,243.648872
IMG_PREPRO_000459.png,587.1111748,315.8576504
IMG_PREPRO_000460.png,339.3161946,348.6685176
IMG_PREPRO_000461.png,521.4168572,841.0946213
IMG_PREPRO_000462.png,333.5636385,601.1733388
IMG_PREPRO_000463.png,664.594202,399.7986502
IMG_PREPRO_000464.png,519.8599341,265.4257512
IMG_PREPRO_000465.png,799.9885953,570.6222951
IMG_PREPRO_000466.png,780.3476586,188.722436
IMG_PREPRO_000467.png,723.0225732,517.2034744
IMG_PREPRO_000468.png,185.1287355,307.1771653
IMG_PREPRO_000469.png,792.9955649,627.7934108
IMG_PREPRO_000470.png,320.874362,539.0212789
IMG_PREPRO_000471.png,496.0283989,426.0850698
IMG_PREPRO_000472.png,803.9139615,546.2863464
IMG_PREPRO_000473.png,242.2264274,351.4923362
IMG_PREPRO_000474.png,553.9462378,662.8063644
IMG_PREPRO_000475.png,488.2006304,561.8989386
IMG_PREPRO_000476.png,534.9079569,681.9126795
IMG_PREPRO_000477.png,859.6679088,620.5314737
IMG_PREPRO_000478.png,416.173007,730.6421213
IMG_PREPRO_000479.png,411.3506651,373.6925239
IMG_PREPRO_000480.png,192.8195429,606.4001051
IMG_PREPRO_000481.png,238.7280256,319.3273984
IMG_PREPRO_000482.png,863.9323787,725.0842652
IMG_PREPRO_000483.png,459.1508839,210.5426165
IMG_PREPRO_000484.png,810.4545652,683.5289913
IMG_PREPRO_000485.png,206.3885017,580.3925721
IMG_PREPRO_000486.png,465.9202455,299.1970551
IMG_PREPRO_000487.png,596.1333855,623.7351866
IMG_PREPRO_000488.png,675.9940191,271.625629
IMG_PREPRO_000489.png,364.4104912,414.3490578
IMG_PREPRO_000490.png,814.9491216,706.5692614
IMG_PREPRO_000491.png,224.1743732,219.3654399
IMG_PREPRO_000492.png,330.9318753,682.2660334
IMG_PREPRO_000493.png,168.7742558,814.555713
IMG_PREPRO_000494.png,213.1418601,820.677548
IMG_PREPRO_000495.png,343.7462542,467.2543795
IMG_PREPRO_000496.png,725.0170769,435.151896
IMG_PREPRO_000497.png,255.3250462,716.208085
IMG_PREPRO_000498.png,280.3013006,615.4730026
IMG_PREPRO_000499.png,649.9474352,656.1567466
IMG_PREPRO_000500.png,535.7964505,599.5357409
IMG_PREPRO_000501.png,668.9546782,655.009621
IMG_PREPRO_000502.png,572.8127928,551.891985
IMG_PREPRO_000503.png,491.2721717,837.5251885
IMG_PREPRO_000504.png,685.2861607,330.3541392
IMG_PREPRO_000505.png,307.6920447,431.5696685
IMG_PREPRO_000506.png,261.8615605,613.3856145
IMG_PREPRO_000507.png,607.6086495,301.2780621
IMG_PREPRO_000508.png,772.4755756,310.1219109
IMG_PREPRO_000509.png,709.4728791,539.2815043
IMG_PREPRO_000510.png,828.93837,630.6556864
IMG_PREPRO_000511.png,577.7732531,539.7060444
IMG_PREPRO_000512.png,242.5488723,491.2708613
IMG_PREPRO_000513.png,475.0033489,611.6148984
IMG_PREPRO_000514.png,310.0809041,661.3060697
IMG_PREPRO_000515.png,217.0936331,839.3972273
IMG_PREPRO_000516.png,512.9447397,520.1990957
IMG_PREPRO_000517.png,333.0155348,403.2438131
IMG_PREPRO_000518.png,528.6695727,769.6136928
IMG_PREPRO_000519.png,239.9674462,813.0188117
IMG_PREPRO_000520.png,578.2182698,197.3071583
IMG_PREPRO_000521.png,518.8502196,424.8167622
IMG_PREPRO_000522.png,807.61026,755.6855457
IMG_PREPRO_000523.png,324.8124202,437.2738366
IMG_PREPRO_000524.png,631.9450038,640.4121211
IMG_PREPRO_000525.png,407.8738451,530.4894792
IMG_PREPRO_000526.png,860.0419958,617.4462158
IMG_PREPRO_000527.png,810.5544293,312.5604631
IMG_PREPRO_000528.png,721.7045553,314.3471479
IMG_PREPRO_000529.png,427.0990929,228.9053089
IMG_PREPRO_000530.png,729.1434066,288.282038
IMG_PREPRO_000531.png,715.8862721,616.2584297
IMG_PREPRO_000532.png,523.2747239,556.6176203
IMG_PREPRO_000533.png,289.6431653,658.9806401
IMG_PREPRO_000534.png,630.5745448,583.7811647
IMG_PREPRO_000535.png,748.329277,200.4434975
IMG_PREPRO_000536.png,335.4741314,482.9494314
IMG_PREPRO_000537.png,423.9342034,593.9456813
IMG_PREPRO_000538.png,727.4216823,290.2307327
IMG_PREPRO_000539.png,397.7995012,277.2748241
IMG_PREPRO_000540.png,648.4537328,535.1965929
IMG_PREPRO_000541.png,441.83099,211.6037409
IMG_PREPRO_000542.png,675.0848452,328.3915766
IMG_PREPRO_000543.png,242.1953046,546.5270919
IMG_PREPRO_000544.png,230.9290604,471.4524466
IMG_PREPRO_000545.png,613.584508,717.8874176
IMG_PREPRO_000546.png,292.2464321,726.8066255
IMG_PREPRO_000547.png,555.0173288,708.7830659
IMG_PREPRO_000548.png,452.9527796,789.7098665
IMG_PREPRO_000549.png,247.066286,475.1763692
IMG_PREPRO_000550.png,660.5407523,638.7865328
IMG_PREPRO_000551.png,205.647455,185.3783952
IMG_PREPRO_000552.png,159.911763,723.2012486
IMG_PREPRO_000553.png,447.9647797,182.7699038
IMG_PREPRO_000554.png,766.5268099,799.8653568
IMG_PREPRO_000555.png,551.138648,669.6377425
IMG_PREPRO_000556.png,651.5054306,689.7954678
IMG_PREPRO_000557.png,214.9238171,682.0361489
IMG_PREPRO_000558.png,648.0601496,515.3846414
IMG_PREPRO_000559.png,784.9736483,521.5344549
IMG_PREPRO_000560.png,216.8271535,600.8877559
IMG_PREPRO_000561.png,170.3115099,352.7870431
IMG_PREPRO_000562.png,797.0710403,215.3636616
IMG_PREPRO_000563.png,706.5649098,436.0689257
IMG_PREPRO_000564.png,698.7522112,567.6550011
IMG_PREPRO_000565.png,410.5037056,175.6819421
IMG_PREPRO_000566.png,696.1436001,587.6906715
IMG_PREPRO_000567.png,460.9843562,243.7862655
IMG_PREPRO_000568.png,677.6462874,215.7699584
IMG_PREPRO_000769.png,751.8397977,671.7628588
IMG_PREPRO_000770.png,512.6107356,181.4345602
IMG_PREPRO_000771.png,266.5392974,301.0681979
IMG_PREPRO_000772.png,187.8242134,393.9996547
IMG_PREPRO_000773.png,216.565256,588.5569129
IMG_PREPRO_000774.png,592.1693535,219.6450216
IMG_PREPRO_000775.png,676.4711646,598.3391307
IMG_PREPRO_000776.png,261.1424529,244.595309
IMG_PREPRO_000777.png,793.8251554,347.6086978
IMG_PREPRO_000778.png,397.172953,801.0225287
IMG_PREPRO_000779.png,707.6009517,298.5856206
IMG_PREPRO_000780.png,815.7169315,721.0062801
IMG_PREPRO_000781.png,394.4131054,299.075107
IMG_PREPRO_000782.png,779.9779222,496.2606794
IMG_PREPRO_000783.png,316.1743158,686.5514389
IMG_PREPRO_000784.png,457.3565721,663.9036373
IMG_PREPRO_000785.png,524.5379553,177.766131
IMG_PREPRO_000786.png,541.7589847,687.3922717
IMG_PREPRO_000787.png,708.5533917,796.7002222
IMG_PREPRO_000788.png,614.7860525,624.3775171
IMG_PREPRO_000789.png,565.1004813,847.5411992
IMG_PREPRO_000790.png,526.8328539,240.2175195
IMG_PREPRO_000791.png,784.2535731,664.148529
IMG_PREPRO_000792.png,448.6743219,539.4353864
IMG_PREPRO_000793.png,814.8675614,407.3281896
IMG_PREPRO_000794.png,466.3299636,428.9083797
IMG_PREPRO_000795.png,622.173475,785.9041077
IMG_PREPRO_000796.png,423.1878505,434.6615506
IMG_PREPRO_000797.png,206.9972105,302.2561531
IMG_PREPRO_000798.png,598.3102283,781.4031026
IMG_PREPRO_000799.png,853.320069,211.2039685
IMG_PREPRO_000800.png,166.238983,550.5499649
IMG_PREPRO_000801.png,385.533609,729.8430655
IMG_PREPRO_000802.png,167.7711615,170.2932163
IMG_PREPRO_000803.png,718.8640634,299.1450967
IMG_PREPRO_000804.png,502.4834527,302.6288842
IMG_PREPRO_000805.png,323.7862572,396.8304176
IMG_PREPRO_000806.png,177.8015967,799.3221186
IMG_PREPRO_000807.png,608.6041353,433.5112572
IMG_PREPRO_000808.png,373.0063543,475.5776191
IMG_PREPRO_000809.png,453.2981046,253.2418708
IMG_PREPRO_000810.png,618.2290869,647.2907735
IMG_PREPRO_000811.png,859.9573749,429.1008837
IMG_PREPRO_000812.png,473.8729157,686.4759813
IMG_PREPRO_000813.png,308.9821939,224.0945996
IMG_PREPRO_000814.png,832.7231127,603.7118101
IMG_PREPRO_000815.png,416.8913724,209.6561569
IMG_PREPRO_000816.png,764.388181,354.7640039
IMG_PREPRO_000817.png,213.1659571,462.0617621
IMG_PREPRO_000818.png,179.3438674,227.1918534
IMG_PREPRO_000819.png,676.0110598,566.6975547
IMG_PREPRO_000820.png,726.6489616,605.2611411
IMG_PREPRO_000821.png,338.712139,814.9625567
IMG_PREPRO_000822.png,573.5745539,181.2153219
IMG_PREPRO_000823.png,492.25125,793.3516235
IMG_PREPRO_000824.png,776.0541534,421.0606506
IMG_PREPRO_000825.png,701.1735279,560.534912
IMG_PREPRO_000826.png,484.1617564,501.3142646
IMG_PREPRO_000827.png,604.6658802,275.2279718
IMG_PREPRO_000828.png,519.3367718,840.2019942
IMG_PREPRO_000829.png,659.2825623,398.9844158
IMG_PREPRO_000830.png,823.1200133,597.3613224
IMG_PREPRO_000831.png,354.9591084,573.9466896
IMG_PREPRO_000832.png,293.5448657,837.5311098
IMG_PREPRO_000833.png,517.5989975,482.7330866
IMG_PREPRO_000834.png,615.3904902,423.1667841
IMG_PREPRO_000835.png,777.3612643,773.8610999
IMG_PREPRO_000836.png,640.2407422,565.6598634
IMG_PREPRO_000837.png,498.9449992,771.7117709
IMG_PREPRO_000838.png,334.470019,594.9016164
IMG_PREPRO_000839.png,318.6318099,278.2182868
IMG_PREPRO_000840.png,842.5287352,430.1405487
IMG_PREPRO_000841.png,175.2161469,176.1755079
IMG_PREPRO_000842.png,279.7003131,824.2859705
IMG_PREPRO_000843.png,507.3154598,187.1184729
IMG_PREPRO_000844.png,399.0881017,603.5282167
IMG_PREPRO_000845.png,391.7131128,760.4599176
IMG_PREPRO_000846.png,316.7701982,197.0335256
IMG_PREPRO_000847.png,818.5898334,626.7274734
IMG_PREPRO_000848.png,303.6240872,252.5029105
IMG_PREPRO_000849.png,345.6134425,417.9399546
IMG_PREPRO_000850.png,475.7174585,393.3929201
IMG_PREPRO_000851.png,255.7817326,442.7022571
IMG_PREPRO_000852.png,736.1786011,505.5309713
IMG_PREPRO_000853.png,299.4528639,571.3893823
IMG_PREPRO_000854.png,759.4456072,602.9188446
IMG_PREPRO_000855.png,678.1778283,530.9303076
IMG_PREPRO_000856.png,330.2614397,551.5634542
IMG_PREPRO_000857.png,483.008076,201.9061993
IMG_PREPRO_000858.png,240.9272295,455.5941899
IMG_PREPRO_000859.png,184.9062015,718.1005586
IMG_PREPRO_000860.png,362.6298636,597.6495209
IMG_PREPRO_000861.png,568.8049694,609.0788568
